選舉年度,選舉類別,層級,縣市,選區,號次,姓名,性別,政黨,得票數,得票率,當選
2022,議員,區域,臺南市,第06選舉區,11,陳瑜緁,2,無黨籍及未經政黨推薦,274,0.29,N
2022,議員,區域,臺南市,第06選舉區,12,蔡麗青,2,民主進步黨,9217,9.67,Y
2022,議員,區域,臺南市,第06選舉區,13,童小芸,2,中國國民黨,7536,7.91,N
2022,議員,區域,臺南市,第06選舉區,14,王錦德,1,民主進步黨,8420,8.84,N
2022,議員,區域,臺南市,第07選舉區,1,陳秋萍,2,民主進步黨,9531,9.03,Y
2022,議員,區域,臺南市,第07選舉區,2,杜雪吟,2,小民參政歐巴桑聯盟,1008,0.95,N
2022,議員,區域,臺南市,第07選舉區,3,林燕祝,2,中國國民黨,18948,17.95,Y
2022,議員,區域,臺南市,第07選舉區,4,吳依潔,2,台灣基進,5053,4.79,N
2022,議員,區域,臺南市,第07選舉區,5,楊中成,1,台灣團結聯盟,7248,6.87,Y
2022,議員,區域,臺南市,第07選舉區,6,陳世霖,1,無黨籍及未經政黨推薦,7084,6.71,N
2022,議員,區域,臺南市,第07選舉區,7,李鎮國,1,中國國民黨,9566,9.06,Y
2022,議員,區域,臺南市,第07選舉區,8,許崇洲,1,無黨籍及未經政黨推薦,584,0.55,N
2022,議員,區域,臺南市,第07選舉區,9,黄肇輝,1,民主進步黨,7432,7.04,Y
2022,議員,區域,臺南市,第07選舉區,10,馬杰睿,1,無黨籍及未經政黨推薦,3427,3.25,N
2022,議員,區域,臺南市,第07選舉區,11,朱正軒,1,民主進步黨,9993,9.47,Y
2022,議員,區域,臺南市,第07選舉區,12,林冠維,1,無黨團結聯盟,17041,16.14,Y
2022,議員,區域,臺南市,第07選舉區,13,蔡明峰,1,無黨籍及未經政黨推薦,491,0.47,N
2022,議員,區域,臺南市,第07選舉區,14,江品璁,1,台灣民眾黨,2337,2.21,N
2022,議員,區域,臺南市,第07選舉區,15,林易瑩,2,時代力量,5821,5.51,N
2022,議員,區域,臺南市,第08選舉區,1,邱莉莉,2,民主進步黨,10014,10.90,Y
2022,議員,區域,臺南市,第08選舉區,2,江明宗,1,台灣民眾黨,1655,1.80,N
2022,議員,區域,臺南市,第08選舉區,3,陳怡珍,2,民主進步黨,17818,19.40,Y
2022,議員,區域,臺南市,第08選舉區,4,蔡宗豪,1,中國國民黨,14920,16.25,Y
2022,議員,區域,臺南市,第08選舉區,5,高凱旋,1,中國國民黨,5201,5.66,N
2022,議員,區域,臺南市,第08選舉區,6,許至椿,1,中國國民黨,12995,14.15,Y
2022,議員,區域,臺南市,第08選舉區,7,沈震東,1,民主進步黨,15474,16.85,Y
2022,議員,區域,臺南市,第08選舉區,8,李冠霖,1,時代力量,3541,3.86,N
2022,議員,區域,臺南市,第08選舉區,9,李晉豪,1,無黨籍及未經政黨推薦,1287,1.40,N
2022,議員,區域,臺南市,第08選舉區,10,周嘉韋,1,民主進步黨,8925,9.72,Y
2022,議員,區域,臺南市,第09選舉區,1,盧崑福,1,中國國民黨,11040,12.55,Y
2022,議員,區域,臺南市,第09選舉區,2,林美燕,2,中國國民黨,14427,16.40,Y
2022,議員,區域,臺南市,第09選舉區,3,周麗津,2,民主進步黨,7824,8.89,Y
2022,議員,區域,臺南市,第09選舉區,4,陳嘉伶,2,台灣基進,5111,5.81,N
2022,議員,區域,臺南市,第09選舉區,5,陳冠娟,2,小民參政歐巴桑聯盟,1319,1.50,N
2022,議員,區域,臺南市,第09選舉區,6,林依婷,2,民主進步黨,12967,14.74,Y
2022,議員,區域,臺南市,第09選舉區,7,李伯利,1,無黨籍及未經政黨推薦,5316,6.04,N
2022,議員,區域,臺南市,第09選舉區,8,李啓維,1,民主進步黨,7841,8.91,Y
2022,議員,區域,臺南市,第09選舉區,9,莊玉珠,2,無黨籍及未經政黨推薦,2907,3.30,N
2022,議員,區域,臺南市,第09選舉區,10,呂維胤,1,民主進步黨,6804,7.73,N
2022,議員,區域,臺南市,第09選舉區,11,蔡淑惠,2,中國國民黨,12424,14.12,Y
2022,議員,區域,臺南市,第10選舉區,1,李宗霖,1,台灣基進,8484,10.45,Y
2022,議員,區域,臺南市,第10選舉區,2,蔡筱薇,2,民主進步黨,10211,12.58,Y
2022,議員,區域,臺南市,第10選舉區,3,曾培雅,2,中國國民黨,16174,19.92,Y
2022,議員,區域,臺南市,第10選舉區,4,陳金鐘,1,民主進步黨,8301,10.23,N
2022,議員,區域,臺南市,第10選舉區,5,曾之婕,2,無黨籍及未經政黨推薦,13971,17.21,Y
2022,議員,區域,臺南市,第10選舉區,6,蔡宛秦,2,台灣民眾黨,4927,6.07,N
2022,議員,區域,臺南市,第10選舉區,7,蔡旺詮,1,民主進步黨,6523,8.03,N
2022,議員,區域,臺南市,第10選舉區,8,王家貞,2,中國國民黨,10741,13.23,Y
2022,議員,區域,臺南市,第10選舉區,9,陳世安,1,無黨籍及未經政黨推薦,638,0.79,N
2022,議員,區域,臺南市,第10選舉區,10,邱瓊儀,2,小民參政歐巴桑聯盟,1213,1.49,N
2022,議員,區域,臺南市,第11選舉區,1,鄭佳欣,2,民主進步黨,13791,15.36,Y
2022,議員,區域,臺南市,第11選舉區,2,陳皇宇,1,民主進步黨,11926,13.28,Y
2022,議員,區域,臺南市,第11選舉區,3,江國銘,1,台灣民眾黨,4733,5.27,N
2022,議員,區域,臺南市,第11選舉區,4,許又仁,1,無黨籍及未經政黨推薦,11348,12.64,N
2022,議員,區域,臺南市,第11選舉區,5,翁語含,2,無黨籍及未經政黨推薦,3693,4.11,N
2022,議員,區域,臺南市,第11選舉區,6,吳禹寰,1,無黨籍及未經政黨推薦,14557,16.21,Y
2022,議員,區域,臺南市,第11選舉區,7,郭鴻儀,1,民主進步黨,14010,15.60,Y
2022,議員,區域,臺南市,第11選舉區,8,杜素吟,2,無黨團結聯盟,15723,17.51,Y
2022,議員,區域,桃園市,第01選舉區,1,藍士博,1,台灣基進,5995,2.90,N
2022,議員,區域,桃園市,第01選舉區,2,黃成峻,1,台灣民眾黨,5503,2.66,N
2022,議員,區域,桃園市,第01選舉區,3,簡智翔,1,時代力量,6379,3.08,N
2022,議員,區域,桃園市,第01選舉區,4,袁慧心,2,無黨籍及未經政黨推薦,2389,1.15,N
2022,議員,區域,桃園市,第01選舉區,5,黃婉如,2,中國國民黨,11343,5.48,Y
2022,議員,區域,桃園市,第01選舉區,6,凌濤,1,中國國民黨,21987,10.63,Y
2022,議員,區域,桃園市,第01選舉區,7,林政賢,1,中國國民黨,11695,5.65,Y
2022,議員,區域,桃園市,第01選舉區,8,連俊男,1,無黨籍及未經政黨推薦,397,0.19,N
2022,議員,區域,桃園市,第01選舉區,9,詹江村,1,中國國民黨,15825,7.65,Y
2022,議員,區域,桃園市,第01選舉區,10,朱智菁,2,民主進步黨,5508,2.66,N
2022,議員,區域,桃園市,第01選舉區,11,彭沛妤,2,無黨籍及未經政黨推薦,1849,0.89,N
2022,議員,區域,桃園市,第01選舉區,12,黃進仕,1,無黨籍及未經政黨推薦,4012,1.94,N
2022,議員,區域,桃園市,第01選舉區,13,呂儀恬,2,無黨籍及未經政黨推薦,918,0.44,N
2022,議員,區域,桃園市,第01選舉區,14,余信憲,1,民主進步黨,12877,6.22,Y
2022,議員,區域,桃園市,第01選舉區,15,于北辰,1,無黨籍及未經政黨推薦,10781,5.21,Y
2022,議員,區域,桃園市,第01選舉區,16,陳美梅,2,中國國民黨,11725,5.67,Y
2022,議員,區域,桃園市,第01選舉區,17,李光達,1,民主進步黨,11333,5.48,Y
2022,議員,區域,桃園市,第01選舉區,18,沈佩玲,2,小民參政歐巴桑聯盟,3250,1.57,N
2022,議員,區域,桃園市,第01選舉區,19,黃家齊,1,民主進步黨,8706,4.21,Y
2022,議員,區域,桃園市,第01選舉區,20,陳品杰,1,無黨籍及未經政黨推薦,590,0.29,N
2022,議員,區域,桃園市,第01選舉區,21,李曉鐘,1,中國國民黨,11145,5.39,Y
2022,議員,區域,桃園市,第01選舉區,22,李柏瑟,2,民主進步黨,8142,3.93,N
2022,議員,區域,桃園市,第01選舉區,23,張凱翔,1,無黨籍及未經政黨推薦,4747,2.29,N
2022,議員,區域,桃園市,第01選舉區,24,羅岳峰,1,無黨籍及未經政黨推薦,3225,1.56,N
2022,議員,區域,桃園市,第01選舉區,25,官正平,1,無黨籍及未經政黨推薦,2024,0.98,N
2022,議員,區域,桃園市,第01選舉區,26,黃瓊慧,2,民主進步黨,15325,7.41,Y
2022,議員,區域,桃園市,第01選舉區,27,張碩芳,2,中國國民黨,9262,4.48,Y
2022,議員,區域,桃園市,第02選舉區,1,陳葦澤,1,時代力量,2239,3.07,N
2022,議員,區域,桃園市,第02選舉區,2,簡僑亨,1,台灣民眾黨,2918,4.00,N
2022,議員,區域,桃園市,第02選舉區,3,李宗豪,1,民主進步黨,13605,18.65,Y
2022,議員,區域,桃園市,第02選舉區,4,牛煦庭,1,無黨籍及未經政黨推薦,12541,17.19,Y
2022,議員,區域,桃園市,第02選舉區,5,黃偉群,1,無黨籍及未經政黨推薦,2114,2.90,N
2022,議員,區域,桃園市,第02選舉區,6,孫韻璇,2,中國國民黨,12966,17.78,Y
2022,議員,區域,桃園市,第02選舉區,7,陳雅倫,2,民主進步黨,15586,21.37,Y
2022,議員,區域,桃園市,第02選舉區,8,林明義,1,中國國民黨,8414,11.54,N
2022,議員,區域,桃園市,第02選舉區,9,陳泓維,1,無黨籍及未經政黨推薦,2560,3.51,N
2022,議員,區域,桃園市,第03選舉區,1,許家睿,1,民主進步黨,10874,11.53,Y
2022,議員,區域,桃園市,第03選舉區,2,楊朝偉,1,中國國民黨,11571,12.27,Y
2022,議員,區域,桃園市,第03選舉區,3,伍世文,1,無黨籍及未經政黨推薦,1132,1.20,N
2022,議員,區域,桃園市,第03選舉區,4,呂宇晟,1,時代力量,5272,5.59,N
2022,議員,區域,桃園市,第03選舉區,5,段樹文,1,無黨籍及未經政黨推薦,11436,12.13,Y
2022,議員,區域,桃園市,第03選舉區,6,呂林小鳳,2,民主進步黨,13757,14.59,Y
2022,議員,區域,桃園市,第03選舉區,7,朱珍瑤,2,中國國民黨,12872,13.65,Y
2022,議員,區域,桃園市,第03選舉區,8,蔡永芳,1,民主進步黨,9902,10.50,N
2022,議員,區域,桃園市,第03選舉區,9,張碩芬,2,中國國民黨,8999,9.54,N
2022,議員,區域,桃園市,第03選舉區,10,趙宏勳,1,無黨籍及未經政黨推薦,340,0.36,N
2022,議員,區域,桃園市,第03選舉區,11,邱述文,1,無黨籍及未經政黨推薦,8145,8.64,N
2022,議員,區域,桃園市,第04選舉區,1,余適霖,1,無黨籍及未經政黨推薦,284,0.37,N
2022,議員,區域,桃園市,第04選舉區,2,郭麗華,2,民主進步黨,11971,15.74,N
2022,議員,區域,桃園市,第04選舉區,3,張桂綿,2,中國國民黨,14599,19.19,Y
2022,議員,區域,桃園市,第04選舉區,4,黃國晏,1,台灣民眾黨,2623,3.45,N
2022,議員,區域,桃園市,第04選舉區,5,林志評,1,無黨籍及未經政黨推薦,5302,6.97,N
2022,議員,區域,桃園市,第04選舉區,6,許清順,1,民主進步黨,12281,16.14,Y
2022,議員,區域,桃園市,第04選舉區,7,林宥辰,1,無黨籍及未經政黨推薦,335,0.44,N
2022,議員,區域,桃園市,第04選舉區,8,徐鈺雯,2,時代力量,3508,4.61,N
2022,議員,區域,桃園市,第04選舉區,9,錢龍,1,中國國民黨,13157,17.29,Y
2022,議員,區域,桃園市,第04選舉區,10,劉勝全,1,民主進步黨,12018,15.80,Y
2022,議員,區域,桃園市,第05選舉區,1,林清松,1,無黨籍及未經政黨推薦,2941,7.84,N
2022,議員,區域,桃園市,第05選舉區,2,徐其萬,1,中國國民黨,20317,54.19,Y
2022,議員,區域,桃園市,第05選舉區,3,游吾和,1,民主進步黨,14232,37.96,Y
2022,議員,區域,桃園市,第06選舉區,1,陳治文,2,民主進步黨,18380,41.53,Y
2022,議員,區域,桃園市,第06選舉區,2,李柏坊,1,中國國民黨,21789,49.24,Y
2022,議員,區域,桃園市,第06選舉區,3,徐慈檉,1,台灣民眾黨,4084,9.23,N
2022,議員,區域,桃園市,第07選舉區,1,徐景文,1,民主進步黨,9647,4.92,Y
2022,議員,區域,桃園市,第07選舉區,2,謝美英,2,無黨籍及未經政黨推薦,11751,6.00,Y
2022,議員,區域,桃園市,第07選舉區,3,謝克洋,1,中國國民黨,8051,4.11,N
2022,議員,區域,桃園市,第07選舉區,4,劉曾玉春,2,無黨籍及未經政黨推薦,10382,5.30,Y
2022,議員,區域,桃園市,第07選舉區,5,彭俊豪,1,民主進步黨,21667,11.06,Y
2022,議員,區域,桃園市,第07選舉區,6,黃柏儒,1,無黨籍及未經政黨推薦,999,0.51,N
2022,議員,區域,桃園市,第07選舉區,7,李荳芽,2,小民參政歐巴桑聯盟,2976,1.52,N
2022,議員,區域,桃園市,第07選舉區,8,林佳瑋,2,時代力量,5690,2.90,N
2022,議員,區域,桃園市,第07選舉區,9,張曉昀,2,民主進步黨,10359,5.29,Y
2022,議員,區域,桃園市,第07選舉區,10,黃崇真,1,民主進步黨,9660,4.93,Y
2022,議員,區域,桃園市,第07選舉區,11,吳正吉,1,無黨籍及未經政黨推薦,3451,1.76,N
2022,議員,區域,桃園市,第07選舉區,12,邱仁德,1,無黨籍及未經政黨推薦,3334,1.70,N
2022,議員,區域,桃園市,第07選舉區,13,葉明月,2,中國國民黨,12066,6.16,Y
2022,議員,區域,桃園市,第07選舉區,14,邱奕勝,1,中國國民黨,18129,9.25,Y
2022,議員,區域,桃園市,第07選舉區,15,吳嘉和,1,中國國民黨,10546,5.38,Y
2022,議員,區域,桃園市,第07選舉區,16,簡維成,1,無黨籍及未經政黨推薦,703,0.36,N
2022,議員,區域,桃園市,第07選舉區,17,魏筠,2,民主進步黨,16042,8.19,Y
2022,議員,區域,桃園市,第07選舉區,18,楊翊堂,1,無黨籍及未經政黨推薦,1231,0.63,N
2022,議員,區域,桃園市,第07選舉區,19,游智彬,1,新黨,4266,2.18,N
2022,議員,區域,桃園市,第07選舉區,20,毛嘉慶,1,無黨籍及未經政黨推薦,8900,4.54,N
2022,議員,區域,桃園市,第07選舉區,21,劉安祺,1,中國國民黨,9350,4.77,N
2022,議員,區域,桃園市,第07選舉區,22,林昭印,1,台灣民眾黨,4178,2.13,N
2022,議員,區域,桃園市,第07選舉區,23,梁為超,1,中國國民黨,12597,6.43,Y
2022,議員,區域,桃園市,第08選舉區,1,劉邦鉉,1,無黨籍及未經政黨推薦,3909,3.68,N
2022,議員,區域,桃園市,第08選舉區,2,朱哲成,1,時代力量,1357,1.28,N
2022,議員,區域,桃園市,第08選舉區,3,黃敬平,1,中國國民黨,19409,18.29,Y
2022,議員,區域,桃園市,第08選舉區,4,高宇彥,1,無黨籍及未經政黨推薦,4448,4.19,N
2022,議員,區域,桃園市,第08選舉區,5,黃永欽,1,綠黨,4204,3.96,N
2022,議員,區域,桃園市,第08選舉區,6,曾姸潔,2,台灣民眾黨,5640,5.32,N
2022,議員,區域,桃園市,第08選舉區,7,楊家俍,1,民主進步黨,10127,9.54,Y
2022,議員,區域,桃園市,第08選舉區,8,舒翠玲,2,中國國民黨,15047,14.18,Y
2022,議員,區域,桃園市,第08選舉區,9,劉仁照,1,民主進步黨,10545,9.94,Y
2022,議員,區域,桃園市,第08選舉區,10,陳韋曄,1,中國國民黨,12863,12.12,Y
2022,議員,區域,桃園市,第08選舉區,11,陳羽凡,2,中國國民黨,3773,3.56,N
2022,議員,區域,桃園市,第08選舉區,12,王珮毓,2,民主進步黨,14780,13.93,Y
2022,議員,區域,桃園市,第09選舉區,1,蕭立妍,2,民主進步黨,9655,12.36,N
2022,議員,區域,桃園市,第09選舉區,2,周玉琴,2,中國國民黨,15346,19.64,Y
2022,議員,區域,桃園市,第09選舉區,3,涂權吉,1,中國國民黨,19658,25.16,Y
2022,議員,區域,桃園市,第09選舉區,4,張清俊,1,台灣民眾黨,7428,9.51,N
2022,議員,區域,桃園市,第09選舉區,5,鄭淑方,2,民主進步黨,14695,18.81,Y
2022,議員,區域,桃園市,第09選舉區,6,李家興,1,無黨籍及未經政黨推薦,11356,14.53,Y
2022,議員,區域,桃園市,第10選舉區,1,劉熒隆,1,中國國民黨,14307,24.44,Y
2022,議員,區域,桃園市,第10選舉區,2,林昭賢,1,中國國民黨,12706,21.71,N
2022,議員,區域,桃園市,第10選舉區,3,劉哲夫,1,無黨籍及未經政黨推薦,3564,6.09,N
2022,議員,區域,桃園市,第10選舉區,4,徐玉樹,1,中國國民黨,13282,22.69,Y
2022,議員,區域,桃園市,第10選舉區,5,張肇良,1,民主進步黨,14672,25.07,Y
2022,議員,區域,桃園市,第11選舉區,1,邱文威,1,無黨籍及未經政黨推薦,12994,49.68,N
2022,議員,區域,桃園市,第11選舉區,2,陳睿生,1,民主進步黨,13162,50.32,Y
2022,議員,區域,桃園市,第12選舉區,1,許更生,1,無黨籍及未經政黨推薦,10276,29.49,Y
2022,議員,區域,桃園市,第12選舉區,2,江承洲,1,無黨籍及未經政黨推薦,1502,4.31,N
2022,議員,區域,桃園市,第12選舉區,3,吳宗憲,1,民主進步黨,6836,19.62,N
2022,議員,區域,桃園市,第12選舉區,4,吳進昌,1,中國國民黨,7286,20.91,Y
2022,議員,區域,桃園市,第12選舉區,5,郭蔡美英,2,民主進步黨,7004,20.10,N
2022,議員,區域,桃園市,第12選舉區,6,戴兆華,1,無黨籍及未經政黨推薦,1937,5.56,N
2022,議員,山地原住民,宜蘭縣,第11選舉區,1,孫湯玉惠 aly saku,2,無黨籍及未經政黨推薦,997,100.00,Y
2022,議員,山地原住民,新竹縣,第11選舉區,1,法隆伊佑,1,民主進步黨,237,23.84,N
2022,議員,山地原住民,新竹縣,第11選舉區,2,林秉君 kaying．kuying．kalang,2,中國國民黨,757,76.16,Y
2022,議員,山地原住民,苗栗縣,第07選舉區,1,朱仲一 Kalih·Tahes·Didiyun,1,無黨籍及未經政黨推薦,871,47.08,N
2022,議員,山地原住民,苗栗縣,第07選舉區,2,楊文昌 Baiho·Watan,1,無黨籍及未經政黨推薦,979,52.92,Y
2022,議員,山地原住民,彰化縣,第09選舉區,1,陳榮妹,2,中國國民黨,748,61.51,Y
2022,議員,山地原住民,彰化縣,第09選舉區,2,張新男,1,無黨籍及未經政黨推薦,468,38.49,N
2022,議員,山地原住民,南投縣,第06選舉區,1,石慶龍Rungquan．Lhkatafatu,1,無黨籍及未經政黨推薦,531,63.75,Y
2022,議員,山地原住民,南投縣,第06選舉區,2,江秉翰,1,民主進步黨,302,36.25,N
2022,議員,山地原住民,屏東縣,第08選舉區,1,潘世杰,1,無黨籍及未經政黨推薦,522,21.26,N
2022,議員,山地原住民,屏東縣,第08選舉區,2,潘翠雲,2,中國國民黨,1060,43.18,Y
2022,議員,山地原住民,屏東縣,第08選舉區,3,潘坤福,1,中國國民黨,873,35.56,N
2022,議員,山地原住民,臺東縣,第07選舉區,1,陽昇宏,1,中國國民黨,1529,18.51,N
2022,議員,山地原住民,臺東縣,第07選舉區,2,張信一,1,無黨籍及未經政黨推薦,459,5.56,N
2022,議員,山地原住民,臺東縣,第07選舉區,3,林秀信,1,無黨籍及未經政黨推薦,856,10.36,N
2022,議員,山地原住民,臺東縣,第07選舉區,4,方賢仁,1,中國國民黨,1581,19.14,Y
2022,議員,山地原住民,臺東縣,第07選舉區,5,陳政宗,1,無黨籍及未經政黨推薦,1605,19.43,Y
2022,議員,山地原住民,臺東縣,第07選舉區,6,林琮翰,1,中國國民黨,2232,27.02,Y
2022,議員,山地原住民,臺東縣,第08選舉區,1,鄭崗山,1,中國國民黨,1625,51.67,Y
2022,議員,山地原住民,臺東縣,第08選舉區,2,江堅壽,1,無黨籍及未經政黨推薦,1520,48.33,N
2022,議員,山地原住民,臺東縣,第09選舉區,1,尤忠正,1,中國國民黨,4037,100.00,Y
2022,議員,山地原住民,臺東縣,第10選舉區,1,楊清順 Cinsun Pawtawan,1,中國國民黨,2859,100.00,Y
2022,議員,山地原住民,臺東縣,第11選舉區,1,嚴惠美 Simoy．Sapod,2,無黨籍及未經政黨推薦,2054,25.34,Y
2022,議員,山地原住民,臺東縣,第11選舉區,2,楊秋珍,2,中國國民黨,2780,34.29,Y
2022,議員,山地原住民,臺東縣,第11選舉區,3,高美珠,2,中國國民黨,1948,24.03,N
2022,議員,山地原住民,臺東縣,第11選舉區,4,武雪恩,2,無黨籍及未經政黨推薦,1325,16.34,N
2022,議員,山地原住民,花蓮縣,第05選舉區,1,笛布斯．顗賚,2,無黨籍及未經政黨推薦,2491,24.61,Y
2022,議員,山地原住民,花蓮縣,第05選舉區,2,葉志豪,1,無黨籍及未經政黨推薦,443,4.38,N
2022,議員,山地原住民,花蓮縣,第05選舉區,3,督固．撒耘,1,中國國民黨,890,8.79,N
2022,議員,山地原住民,花蓮縣,第05選舉區,4,周駿宥,1,中國國民黨,1807,17.86,Y
2022,議員,山地原住民,花蓮縣,第05選舉區,5,李正文,1,無黨籍及未經政黨推薦,2033,20.09,Y
2022,議員,山地原住民,花蓮縣,第05選舉區,6,陳進德,1,中國國民黨,1428,14.11,N
2022,議員,山地原住民,花蓮縣,第05選舉區,7,林資斌,1,民主進步黨,1028,10.16,N
2022,議員,山地原住民,花蓮縣,第06選舉區,1,何進雄 Kin Cian．Ri Pun,1,中國國民黨,224,2.41,N
2022,議員,山地原住民,花蓮縣,第06選舉區,2,林正福,1,中國國民黨,2989,32.14,Y
2022,議員,山地原住民,花蓮縣,第06選舉區,3,賴國祥 O‧Seng‧Ka'ti,1,無黨籍及未經政黨推薦,2613,28.10,N
2022,議員,山地原住民,花蓮縣,第06選舉區,4,蔡依靜 Lamen．Panay,2,無黨籍及未經政黨推薦,3474,37.35,Y
2022,議員,山地原住民,花蓮縣,第07選舉區,1,林玉芬,2,中國國民黨,1662,27.94,Y
2022,議員,山地原住民,花蓮縣,第07選舉區,2,陳德仁,1,無黨籍及未經政黨推薦,539,9.06,N
2022,議員,山地原住民,花蓮縣,第07選舉區,3,陳建忠,1,中國國民黨,1227,20.63,N
2022,議員,山地原住民,花蓮縣,第07選舉區,4,葉微琪,2,無黨籍及未經政黨推薦,1215,20.42,N
2022,議員,山地原住民,花蓮縣,第07選舉區,5,哈尼．噶照 Hani Kacaw,1,無黨籍及未經政黨推薦,1306,21.95,Y
2022,議員,山地原住民,基隆市,第08選舉區,1,拔耐．茹妮老王,2,無黨籍及未經政黨推薦,1025,33.34,N
2022,議員,山地原住民,基隆市,第08選舉區,2,王尚潔,2,中國國民黨,703,22.87,N
2022,議員,山地原住民,基隆市,第08選舉區,3,陳明建,1,無黨籍及未經政黨推薦,1346,43.79,Y
2022,議員,山地原住民,新竹市,第06選舉區,1,林慈愛,2,中國國民黨,570,100.00,Y
2022,議員,山地原住民,臺北市,第07選舉區,1,吳郁瑾 Sawmah Kawlo,2,民主進步黨,1114,29.72,N
2022,議員,山地原住民,臺北市,第07選舉區,2,李芳儒,1,中國國民黨,2634,70.28,Y
2022,議員,山地原住民,高雄市,第12選舉區,1,王義雄,1,中國國民黨,1847,42.71,Y
2022,議員,山地原住民,高雄市,第12選舉區,2,巫振興,1,民主進步黨,1750,40.46,N
2022,議員,山地原住民,高雄市,第12選舉區,3,余葆祈 Fo tol Ki la,1,無黨籍及未經政黨推薦,728,16.83,N
2022,議員,山地原住民,新北市,第12選舉區,1,達佶祐．卡造Takiyo．Kacaw,1,台灣民眾黨,528,4.61,N
2022,議員,山地原住民,新北市,第12選舉區,2,吳國譽La．Is．Amid,1,中國國民黨,1177,10.27,N
2022,議員,山地原住民,新北市,第12選舉區,3,宋雨蓁 Nikar．Falong,2,無黨籍及未經政黨推薦,2644,23.08,Y
2022,議員,山地原住民,新北市,第12選舉區,4,藞妏．尼卡兒,2,無黨籍及未經政黨推薦,1086,9.48,N
2022,議員,山地原住民,新北市,第12選舉區,5,楊春妹,2,中國國民黨,3630,31.68,Y
2022,議員,山地原住民,新北市,第12選舉區,6,蘇錦雄Paylang．Caya,1,民主進步黨,1181,10.31,Y
2022,議員,山地原住民,新北市,第12選舉區,7,楊曉君,2,無黨籍及未經政黨推薦,1154,10.07,N
2022,議員,山地原住民,新北市,第12選舉區,8,林霈宸,2,新黨,58,0.51,N
2022,議員,山地原住民,臺中市,第15選舉區,1,江愛珍,2,民主進步黨,572,12.09,N
2022,議員,山地原住民,臺中市,第15選舉區,2,林清發,1,無黨籍及未經政黨推薦,270,5.71,N
2022,議員,山地原住民,臺中市,第15選舉區,3,洪志明,1,台灣民眾黨,727,15.36,N
2022,議員,山地原住民,臺中市,第15選舉區,4,黃仁,1,中國國民黨,1695,35.82,Y
2022,議員,山地原住民,臺中市,第15選舉區,5,吳建德,1,無黨籍及未經政黨推薦,1468,31.02,N
2022,議員,山地原住民,臺南市,第12選舉區,1,李美素,2,無黨籍及未經政黨推薦,594,43.33,N
2022,議員,山地原住民,臺南市,第12選舉區,2,穎艾達利 Ingay Tali,1,無黨籍及未經政黨推薦,777,56.67,Y
2022,議員,山地原住民,桃園市,第13選舉區,1,林志強,1,民主進步黨,2797,21.45,Y
2022,議員,山地原住民,桃園市,第13選舉區,2,楊進福,1,無黨籍及未經政黨推薦,2847,21.83,Y
2022,議員,山地原住民,桃園市,第13選舉區,3,張秀菊,2,無黨籍及未經政黨推薦,2260,17.33,Y
2022,議員,山地原住民,桃園市,第13選舉區,4,林春蘭,2,親民黨,184,1.41,N
2022,議員,山地原住民,桃園市,第13選舉區,5,王仙蓮,2,中國國民黨,2791,21.40,Y
2022,議員,山地原住民,桃園市,第13選舉區,6,陳姿伶 Amuy．Muwakay,2,中國國民黨,1821,13.96,N
2022,議員,山地原住民,桃園市,第13選舉區,7,蔡惠蘭,2,台灣維新,342,2.62,N
2022,議員,平地原住民,宜蘭縣,第12選舉區,1,沈志弘,1,中國國民黨,2141,55.47,Y
2022,議員,平地原住民,宜蘭縣,第12選舉區,2,陳傑麟,1,親民黨,1719,44.53,N
2022,議員,平地原住民,宜蘭縣,第13選舉區,1,游吉祥,1,中國國民黨,3587,100.00,Y
2022,議員,平地原住民,新竹縣,第12選舉區,1,林世偉,1,無黨籍及未經政黨推薦,1529,30.15,N
2022,議員,平地原住民,新竹縣,第12選舉區,2,劉建民,1,中國國民黨,3543,69.85,Y
2022,議員,平地原住民,新竹縣,第13選舉區,1,張益生,1,中國國民黨,2288,62.19,Y
2022,議員,平地原住民,新竹縣,第13選舉區,2,張雁萍,2,無黨籍及未經政黨推薦,1391,37.81,N
2022,議員,平地原住民,苗栗縣,第08選舉區,1,劉美蘭 Iwan·Sigiy,2,中國國民黨,1989,52.08,Y
2022,議員,平地原住民,苗栗縣,第08選舉區,2,黃月娥 Yuma’Baysu’,2,無黨籍及未經政黨推薦,1830,47.92,N
2022,議員,平地原住民,南投縣,第07選舉區,1,王榮儀,1,無黨籍及未經政黨推薦,2219,40.81,N
2022,議員,平地原住民,南投縣,第07選舉區,2,全文才Balan．Soqluman,1,中國國民黨,3218,59.19,Y
2022,議員,平地原住民,南投縣,第08選舉區,1,廖崧皓,1,中國國民黨,3491,40.22,N
2022,議員,平地原住民,南投縣,第08選舉區,2,林婷立Ali．Walis,2,中國國民黨,5188,59.78,Y
2022,議員,平地原住民,嘉義縣,第07選舉區,1,武清山,1,無黨籍及未經政黨推薦,2188,100.00,Y
2022,議員,平地原住民,屏東縣,第09選舉區,1,江金妹,2,無黨籍及未經政黨推薦,2520,48.46,N
2022,議員,平地原住民,屏東縣,第09選舉區,2,張利惠,2,中國國民黨,2680,51.54,Y
2022,議員,平地原住民,屏東縣,第10選舉區,1,高惠芬,2,中國國民黨,3114,47.28,Y
