選舉年度,選舉類別,層級,縣市,選區,號次,姓名,性別,政黨,得票數,得票率,當選
1994,議員,區域,00,00,1,楊泰順,1,新黨,123448,8.09,Y
1994,議員,區域,00,00,2,苗素芳,2,中國國民黨,44038,2.88,N
1994,議員,區域,00,00,3,邵松雄,1,無,12333,0.81,N
1994,議員,區域,00,00,4,董尚中,1,無,2795,0.18,N
1994,議員,區域,00,00,5,陳照郎,1,中國國民黨,91420,5.99,Y
1994,議員,區域,00,00,6,周鍚瑋,1,中國國民黨,78529,5.14,Y
1994,議員,區域,00,00,7,陳丁茂,1,無,4040,0.26,N
1994,議員,區域,00,00,8,劉炳偉,1,中國國民黨,104669,6.86,Y
1994,議員,區域,00,00,9,周慧瑛,2,民主進步黨,139741,9.15,Y
1994,議員,區域,00,00,10,石瓊文,1,無,7956,0.52,N
1994,議員,區域,00,00,11,簡盛義,1,中國國民黨,76991,5.04,Y
1994,議員,區域,00,00,12,游麗珠,2,新黨,23875,1.56,N
1994,議員,區域,00,00,13,林鍚耀,1,民主進步黨,90018,5.90,Y
1994,議員,區域,00,00,14,王兆釧,1,民主進步黨,131712,8.63,Y
1994,議員,區域,00,00,15,張金策,1,民主進步黨,51261,3.36,N
1994,議員,區域,00,00,16,宋艾克,1,新黨,115359,7.56,Y
1994,議員,區域,00,00,17,羅明旭,1,中國國民黨,124792,8.17,Y
1994,議員,區域,00,00,18,林建榮,1,中國國民黨,48674,3.19,N
1994,議員,區域,00,00,19,劉一德,1,民主進步黨,58019,3.80,N
1994,議員,區域,00,00,20,張清芳,1,民主進步黨,97369,6.38,Y
1994,議員,區域,00,00,21,蕭正用,1,無,11789,0.77,N
1994,議員,區域,00,00,22,江上清,1,中國國民黨,87816,5.75,Y
1994,議員,區域,00,00,1,陳國賢,1,中國國民黨,20707,8.91,N
1994,議員,區域,00,00,2,劉守成,1,民主進步黨,116511,50.14,Y
1994,議員,區域,00,00,3,盧逸峰,1,中國國民黨,90120,38.79,Y
1994,議員,區域,00,00,4,廖繼斌,1,無,5012,2.16,N
1994,議員,區域,00,00,1,呂學琳,1,無,9054,1.29,N
1994,議員,區域,00,00,2,彭添富,1,民主進步黨,70640,10.05,Y
1994,議員,區域,00,00,3,林熺模,1,民主進步黨,46246,6.58,N
1994,議員,區域,00,00,4,藍照慶,1,無,55965,7.97,N
1994,議員,區域,00,00,5,鄭金鈴,2,中國國民黨,71961,10.24,Y
1994,議員,區域,00,00,6,黃木添,1,無,70769,10.07,Y
1994,議員,區域,00,00,7,吳振寰,1,中國國民黨,55559,7.91,N
1994,議員,區域,00,00,8,許林翠粉,2,民主進步黨,48112,6.85,N
1994,議員,區域,00,00,9,呂進芳,1,中國國民黨,75711,10.78,Y
1994,議員,區域,00,00,10,邱創良,1,中國國民黨,70231,10.00,Y
1994,議員,區域,00,00,11,陳進祥,1,中國國民黨,64803,9.22,Y
1994,議員,區域,00,00,12,郭義輝,1,無,1452,0.21,N
1994,議員,區域,00,00,13,許應舉,1,民主進步黨,58618,8.34,N
1994,議員,區域,00,00,14,姜水浪,1,無,3436,0.49,N
1994,議員,區域,00,00,1,李庭堦,1,無,1409,0.72,N
1994,議員,區域,00,00,2,萬榮河,1,無,2344,1.19,N
1994,議員,區域,00,00,3,張學舜,1,民主進步黨,57239,29.16,Y
1994,議員,區域,00,00,4,吳俊岸,1,中國國民黨,45042,22.95,N
1994,議員,區域,00,00,5,邱鏡淳,1,中國國民黨,90230,45.97,Y
1994,議員,區域,00,00,1,傅文政,1,民主進步黨,33544,11.77,N
1994,議員,區域,00,00,2,李森永,1,無,21433,7.52,N
1994,議員,區域,00,00,3,顏培元,1,無,3630,1.27,N
1994,議員,區域,00,00,4,陳秀龍,1,無,17786,6.24,N
1994,議員,區域,00,00,5,傅學鵬,1,中國國民黨,59423,20.85,Y
1994,議員,區域,00,00,6,林久翔,1,中國國民黨,43599,15.30,Y
1994,議員,區域,00,00,7,羅幸春,1,無,13312,4.67,N
1994,議員,區域,00,00,8,葉武生,1,無,1785,0.63,N
1994,議員,區域,00,00,9,杜文卿,1,民主進步黨,20530,7.20,N
1994,議員,區域,00,00,10,陳超明,1,中國國民黨,69992,24.56,Y
1994,議員,區域,00,00,1,楊文欣,1,中國國民黨,111747,16.69,Y
1994,議員,區域,00,00,2,楊瓊瓔,2,中國國民黨,64735,9.67,Y
1994,議員,區域,00,00,3,劉銓忠,1,中國國民黨,104465,15.60,Y
1994,議員,區域,00,00,4,顏清標,1,無,72150,10.78,Y
1994,議員,區域,00,00,5,林淑滿,2,無,5887,0.88,N
1994,議員,區域,00,00,6,郭榮振,1,中國國民黨,93564,13.98,Y
1994,議員,區域,00,00,7,陳鴻榮,1,民主進步黨,58169,8.69,N
1994,議員,區域,00,00,8,林炳耀,1,無,15429,2.30,N
1994,議員,區域,00,00,9,廖美珍,2,中國國民黨,44751,6.68,N
1994,議員,區域,00,00,10,郭俊銘,1,民主進步黨,98578,14.72,Y
1994,議員,區域,00,00,1,游月霞,2,中國國民黨,88003,13.53,Y
1994,議員,區域,00,00,2,黃俊雄,1,無,6583,1.01,N
1994,議員,區域,00,00,3,謝章捷,1,中國國民黨,101321,15.58,Y
1994,議員,區域,00,00,4,周清玉,1,民主進步黨,90973,13.99,Y
1994,議員,區域,00,00,5,曾嘉香,2,無,8661,1.33,N
1994,議員,區域,00,00,6,謝言信,1,中國國民黨,86426,13.29,Y
1994,議員,區域,00,00,7,林進春,1,中國國民黨,82565,12.70,Y
1994,議員,區域,00,00,8,余勝津,1,無,5408,0.83,N
1994,議員,區域,00,00,9,陳忠孝,1,民主進步黨,54000,8.31,N
1994,議員,區域,00,00,10,陳振雄,1,中國國民黨,77562,11.93,Y
1994,議員,區域,00,00,11,洪木村,1,無,48693,7.49,N
1994,議員,區域,00,00,1,余武龍,1,中國國民黨,55242,20.84,N
1994,議員,區域,00,00,2,張明雄,1,中國國民黨,63525,23.96,Y
1994,議員,區域,00,00,3,陳啟吉,1,無,58303,21.99,Y
1994,議員,區域,00,00,4,林宗男,1,民主進步黨,74835,28.22,Y
1994,議員,區域,00,00,5,鄭光東,1,無,13235,4.99,N
1994,議員,區域,00,00,1,王德顯,1,無,1226,0.34,N
1994,議員,區域,00,00,2,侯惠仙,2,中國國民黨,77826,21.78,Y
1994,議員,區域,00,00,3,許龍俊,1,民主進步黨,37849,10.59,N
1994,議員,區域,00,00,4,蘇治洋,2,民主進步黨,56366,15.78,Y
1994,議員,區域,00,00,5,曾蔡美佐,2,中國國民黨,75018,21.00,Y
1994,議員,區域,00,00,6,蘇文雄,1,中國國民黨,95328,26.68,Y
1994,議員,區域,00,00,7,鄭東來,1,無,13671,3.83,N
1994,議員,區域,00,00,1,許能通,1,無,11596,3.97,N
1994,議員,區域,00,00,2,侯海熊,1,無,49566,16.98,N
1994,議員,區域,00,00,3,陳明文,1,中國國民黨,83434,28.59,Y
1994,議員,區域,00,00,4,許登宮,1,無,73487,25.18,Y
1994,議員,區域,00,00,5,黃永聰,1,民主進步黨,51819,17.76,Y
1994,議員,區域,00,00,6,黃朝揚,1,中國國民黨,21923,7.51,N
1994,議員,區域,00,00,1,胡雅棠,1,無,4299,0.80,N
1994,議員,區域,00,00,2,方醫良,1,中國國民黨,76330,14.29,Y
1994,議員,區域,00,00,3,楊來勇,1,中國國民黨,47329,8.86,N
1994,議員,區域,00,00,4,莊志政,1,中國國民黨,48219,9.03,N
1994,議員,區域,00,00,5,鄭國忠,1,民主進步黨,73076,13.68,Y
1994,議員,區域,00,00,6,陳忠凱,1,無,3516,0.66,N
1994,議員,區域,00,00,7,顏胡秀英,2,中國國民黨,42070,7.88,N
1994,議員,區域,00,00,8,葉宜津,2,民主進步黨,104359,19.54,Y
1994,議員,區域,00,00,9,謝鈞惠,1,中國國民黨,59016,11.05,Y
1994,議員,區域,00,00,10,謝三升,1,民主進步黨,75846,14.20,Y
1994,議員,區域,00,00,1,黃豐生,1,無,1188,0.20,N
1994,議員,區域,00,00,2,許福森,1,無,56578,9.45,N
1994,議員,區域,00,00,3,蕭漢俊,1,中國國民黨,50442,8.42,N
1994,議員,區域,00,00,4,吳陳惠珍,2,民主進步黨,31628,5.28,N
1994,議員,區域,00,00,5,鍾德珍,1,無,58429,9.76,N
1994,議員,區域,00,00,6,林仙保,1,中國國民黨,66444,11.09,Y
1994,議員,區域,00,00,7,李天水,1,無,2918,0.49,N
1994,議員,區域,00,00,8,楊秋興,1,民主進步黨,88696,14.81,Y
1994,議員,區域,00,00,9,鍾紹和,1,中國國民黨,64974,10.85,Y
1994,議員,區域,00,00,10,吳陳瓊秋,2,中國國民黨,46176,7.71,N
1994,議員,區域,00,00,11,趙良燕,2,無,47041,7.85,Y
1994,議員,區域,00,00,12,余政道,1,民主進步黨,84418,14.09,Y
1994,議員,區域,00,00,1,林淵熙,1,中國國民黨,85841,20.20,Y
1994,議員,區域,00,00,2,邱茂男,1,民主進步黨,87928,20.69,Y
1994,議員,區域,00,00,3,林素蓮,2,無,3732,0.88,N
1994,議員,區域,00,00,4,黃昌源,1,中國國民黨,79220,18.64,N
1994,議員,區域,00,00,5,容滋浩,1,無,33585,7.90,N
1994,議員,區域,00,00,6,余慎,2,中國國民黨,32021,7.54,Y
1994,議員,區域,00,00,7,鄭錦絨,1,民主進步黨,10606,2.50,N
1994,議員,區域,00,00,8,曹啟鴻,1,民主進步黨,80445,18.93,Y
1994,議員,區域,00,00,9,李景雯,1,無,11526,2.71,N
1994,議員,區域,00,00,1,徐慶元,1,中國國民黨,36078,46.88,Y
1994,議員,區域,00,00,2,陳清泉,1,民主進步黨,14069,18.28,N
1994,議員,區域,00,00,3,張義雄,1,無,1920,2.49,N
1994,議員,區域,00,00,4,劉櫂漳,1,中國國民黨,24887,32.34,N
1994,議員,區域,00,00,1,張福興,1,中國國民黨,71404,61.45,Y
1994,議員,區域,00,00,2,陳瑞麟,1,民主進步黨,44798,38.55,N
1994,議員,區域,00,00,1,許麗音,2,民主進步黨,16896,43.59,N
1994,議員,區域,00,00,2,許素葉,2,中國國民黨,21864,56.41,Y
1994,議員,區域,00,00,1,程惠卿,2,民主進步黨,36757,20.69,Y
1994,議員,區域,00,00,2,李信志,1,民主進步黨,16567,9.33,N
1994,議員,區域,00,00,3,何忠輝,1,無,2295,1.29,N
1994,議員,區域,00,00,4,李堃南,1,無,10896,6.13,N
1994,議員,區域,00,00,5,王翔鐘,1,中國國民黨,33185,18.68,N
1994,議員,區域,00,00,6,黃禮恭,1,新黨,18505,10.42,N
1994,議員,區域,00,00,7,劉文雄,1,中國國民黨,35903,20.21,Y
1994,議員,區域,00,00,8,吳寬曉,1,無,965,0.54,N
1994,議員,區域,00,00,9,杜却,1,中國國民黨,21371,12.03,N
1994,議員,區域,00,00,10,楊超敏,1,無,1215,0.68,N
1994,議員,區域,00,00,1,張蔡美,2,中國國民黨,91276,59.50,Y
1994,議員,區域,00,00,2,黃清霖,1,民主進步黨,62131,40.50,N
1994,議員,區域,00,00,1,曾坤炳,1,民主進步黨,10943,2.82,N
1994,議員,區域,00,00,2,藍素鈴,2,新黨,28461,7.35,N
1994,議員,區域,00,00,3,盧秀燕,2,中國國民黨,76222,19.67,Y
1994,議員,區域,00,00,4,賴誠吉,1,中國國民黨,44507,11.49,Y
1994,議員,區域,00,00,5,王世勛,1,民主進步黨,51221,13.22,Y
1994,議員,區域,00,00,6,張國輝,1,中國國民黨,37162,9.59,N
1994,議員,區域,00,00,7,張溫鷹,2,民主進步黨,72040,18.59,Y
1994,議員,區域,00,00,8,陳武雄,1,無,35303,9.11,N
1994,議員,區域,00,00,9,洪獻卿,1,無,659,0.17,N
1994,議員,區域,00,00,10,陳淑方,2,中國國民黨,30921,7.98,N
1994,議員,區域,00,00,1,黃永欽,1,中國國民黨,49361,40.57,Y
1994,議員,區域,00,00,2,吳上明,1,無,17856,14.68,N
1994,議員,區域,00,00,3,蔡鴻章,1,民主進步黨,49346,40.56,N
1994,議員,區域,00,00,4,羅錦義,1,無,5107,4.20,N
1994,議員,區域,00,00,1,蔡介雄,1,民主進步黨,68812,19.82,Y
1994,議員,區域,00,00,2,陳香蘭,2,民主進步黨,2351,0.68,N
1994,議員,區域,00,00,3,陳復輝,1,無,11108,3.20,N
1994,議員,區域,00,00,4,吳仲基,1,中國國民黨,44509,12.82,N
1994,議員,區域,00,00,5,黃昭凱,1,民主進步黨,54960,15.83,N
1994,議員,區域,00,00,6,林南生,1,無,95818,27.60,Y
1994,議員,區域,00,00,7,陳榮盛,1,中國國民黨,69661,20.06,Y
1994,議員,山地原住民,臺灣省,臺灣省,1,林福喜,1,無,1122,1.58,N
1994,議員,山地原住民,臺灣省,臺灣省,2,黃金英,1,無,3197,4.50,N
1994,議員,山地原住民,臺灣省,臺灣省,3,古春玉,2,民主進步黨,7180,10.11,N
1994,議員,山地原住民,臺灣省,臺灣省,4,林春德,1,中國國民黨,31648,44.56,Y
1994,議員,山地原住民,臺灣省,臺灣省,5,曾華德,1,中國國民黨,27871,39.24,Y
1994,議員,平地原住民,臺灣省,臺灣省,1,黃金文,1,民主進步黨,6131,19.90,N
1994,議員,平地原住民,臺灣省,臺灣省,2,楊仁福,1,中國國民黨,24680,80.10,Y
1994,議員,平地原住民,臺灣省,02,1,林昌榮,1,無,8806,39.98,N
1994,議員,平地原住民,臺灣省,02,2,胡德夫,1,無,1561,7.09,N
1994,議員,平地原住民,臺灣省,02,3,林正二,1,中國國民黨,11661,52.94,Y
1994,議員,區域,臺北市,臺北市第01選區,1,陳進祺,1,無,15891,5.45,Y
1994,議員,區域,臺北市,臺北市第01選區,2,趙叔鍵,1,中國國民黨,4151,1.42,N
1994,議員,區域,臺北市,臺北市第01選區,3,孫潤本,1,中國國民黨,9056,3.10,N
1994,議員,區域,臺北市,臺北市第01選區,4,陳政忠,1,中國國民黨,22438,7.69,Y
1994,議員,區域,臺北市,臺北市第01選區,5,蔡茂林,1,中國國民黨,3900,1.34,N
1994,議員,區域,臺北市,臺北市第01選區,6,鄭貴夏,1,中國國民黨,7209,2.47,N
1994,議員,區域,臺北市,臺北市第01選區,7,何春盛,1,無,1962,0.67,N
1994,議員,區域,臺北市,臺北市第01選區,8,陳勝宏,1,民主進步黨,13942,4.78,Y
1994,議員,區域,臺北市,臺北市第01選區,9,張秋雄,1,中國國民黨,8640,2.96,N
1994,議員,區域,臺北市,臺北市第01選區,10,江碩平,1,中國國民黨,9424,3.23,N
1994,議員,區域,臺北市,臺北市第01選區,11,莊瑞雲,1,無,1266,0.43,N
1994,議員,區域,臺北市,臺北市第01選區,12,彭芝園,1,新黨,12234,4.19,N
1994,議員,區域,臺北市,臺北市第01選區,13,趙志祿,1,無,182,0.06,N
1994,議員,區域,臺北市,臺北市第01選區,14,葉有正,1,無,3397,1.16,N
1994,議員,區域,臺北市,臺北市第01選區,15,陳耀煌,1,無,3456,1.18,N
1994,議員,區域,臺北市,臺北市第01選區,16,黃宗文,1,民主進步黨,7541,2.58,N
1994,議員,區域,臺北市,臺北市第01選區,17,羅斌,1,無,124,0.04,N
1994,議員,區域,臺北市,臺北市第01選區,18,陳雪芬,2,中國國民黨,25330,8.68,Y
1994,議員,區域,臺北市,臺北市第01選區,19,林瑞圖,1,民主進步黨,43865,15.03,Y
1994,議員,區域,臺北市,臺北市第01選區,20,吳碧珠,2,中國國民黨,15708,5.38,Y
1994,議員,區域,臺北市,臺北市第01選區,21,包崇敏,1,無,1160,0.40,N
1994,議員,區域,臺北市,臺北市第01選區,22,魏億龍,1,新黨,25198,8.64,Y
1994,議員,區域,臺北市,臺北市第01選區,23,賁馨儀,2,民主進步黨,14322,4.91,Y
1994,議員,區域,臺北市,臺北市第01選區,24,陳正德,1,民主進步黨,21306,7.30,Y
1994,議員,區域,臺北市,臺北市第01選區,25,郭石吉,1,中國國民黨,17263,5.92,Y
1994,議員,區域,臺北市,臺北市第01選區,26,孫士堅,1,無,2842,0.97,N
1994,議員,區域,臺北市,臺北市第02選區,1,陳尤雪,2,無,6468,3.75,N
1994,議員,區域,臺北市,臺北市第02選區,2,賈毅然,1,新黨,27811,16.11,Y
1994,議員,區域,臺北市,臺北市第02選區,3,蔡正元,1,中國國民黨,8578,4.97,N
1994,議員,區域,臺北市,臺北市第02選區,4,李建昌,1,民主進步黨,14315,8.29,Y
1994,議員,區域,臺北市,臺北市第02選區,5,陳秀惠,2,民主進步黨,11996,6.95,N
1994,議員,區域,臺北市,臺北市第02選區,6,張慶源,1,無,454,0.26,N
1994,議員,區域,臺北市,臺北市第02選區,7,林奮典,1,中國國民黨,4863,2.82,N
1994,議員,區域,臺北市,臺北市第02選區,8,葉洪源,1,無,540,0.31,N
1994,議員,區域,臺北市,臺北市第02選區,9,陳建治,1,中國國民黨,23791,13.78,Y
1994,議員,區域,臺北市,臺北市第02選區,10,謝榮振,1,無,1834,1.06,N
1994,議員,區域,臺北市,臺北市第02選區,11,李金璋,1,中國國民黨,15924,9.22,Y
1994,議員,區域,臺北市,臺北市第02選區,12,李美葵,2,新黨,11480,6.65,N
1994,議員,區域,臺北市,臺北市第02選區,13,王柏傑,1,無,4097,2.37,N
1994,議員,區域,臺北市,臺北市第02選區,14,闕河禧,1,無,8320,4.82,N
1994,議員,區域,臺北市,臺北市第02選區,15,廖彬良,1,民主進步黨,16046,9.29,Y
1994,議員,區域,臺北市,臺北市第02選區,16,謝英美,2,中國國民黨,14736,8.53,Y
1994,議員,區域,臺北市,臺北市第02選區,17,陳清田,1,無,475,0.28,N
1994,議員,區域,臺北市,臺北市第02選區,18,呂耀毓,1,無,942,0.55,N
1994,議員,區域,臺北市,臺北市第03選區,1,秦茂松,1,中國國民黨,14162,5.84,Y
1994,議員,區域,臺北市,臺北市第03選區,2,陳淑華,2,民主進步黨,9873,4.07,N
1994,議員,區域,臺北市,臺北市第03選區,3,陳玉蘭,2,中國國民黨,2474,1.02,N
1994,議員,區域,臺北市,臺北市第03選區,4,林天來,1,無,790,0.33,N
1994,議員,區域,臺北市,臺北市第03選區,5,苗為國,1,無,402,0.17,N
1994,議員,區域,臺北市,臺北市第03選區,6,王昆和,1,民主進步黨,14781,6.10,Y
1994,議員,區域,臺北市,臺北市第03選區,7,葉海瑞,1,中國國民黨,6221,2.57,N
1994,議員,區域,臺北市,臺北市第03選區,8,崔鼎昌,1,中國國民黨,2160,0.89,N
1994,議員,區域,臺北市,臺北市第03選區,9,楊實秋,1,中國國民黨,11106,4.58,N
1994,議員,區域,臺北市,臺北市第03選區,10,陳永德,1,中國國民黨,16225,6.69,Y
1994,議員,區域,臺北市,臺北市第03選區,11,李逸洋,1,民主進步黨,20550,8.48,Y
1994,議員,區域,臺北市,臺北市第03選區,12,璩美鳳,2,新黨,26016,10.73,Y
1994,議員,區域,臺北市,臺北市第03選區,13,費鴻泰,1,新黨,19334,7.97,Y
1994,議員,區域,臺北市,臺北市第03選區,14,許淵國,1,新黨,25410,10.48,Y
1994,議員,區域,臺北市,臺北市第03選區,15,卓榮泰,1,民主進步黨,14420,5.95,Y
1994,議員,區域,臺北市,臺北市第03選區,16,顏武勝,1,無,793,0.33,N
1994,議員,區域,臺北市,臺北市第03選區,17,焦威聯,1,中國國民黨,7425,3.06,N
1994,議員,區域,臺北市,臺北市第03選區,18,王正德,1,中國國民黨,7097,2.93,N
1994,議員,區域,臺北市,臺北市第03選區,19,林重謨,1,民主進步黨,13958,5.76,N
1994,議員,區域,臺北市,臺北市第03選區,20,秦慧珠,2,中國國民黨,23087,9.52,Y
1994,議員,區域,臺北市,臺北市第03選區,21,陳燦鴻,1,無,4529,1.87,N
1994,議員,區域,臺北市,臺北市第03選區,22,王志堅,1,無,1663,0.69,N
1994,議員,區域,臺北市,臺北市第04選區,1,詹雙發,1,無,686,0.37,N
1994,議員,區域,臺北市,臺北市第04選區,2,楊鎮雄,1,新黨,19913,10.60,Y
1994,議員,區域,臺北市,臺北市第04選區,3,黃金如,1,中國國民黨,12244,6.52,Y
1994,議員,區域,臺北市,臺北市第04選區,4,藍美津,2,民主進步黨,28075,14.94,Y
1994,議員,區域,臺北市,臺北市第04選區,5,周正志,1,無,929,0.49,N
1994,議員,區域,臺北市,臺北市第04選區,6,許界元,1,無,281,0.15,N
1994,議員,區域,臺北市,臺北市第04選區,7,蕭肇陽,1,無,178,0.09,N
1994,議員,區域,臺北市,臺北市第04選區,8,楊炯明,1,中國國民黨,8244,4.39,N
1994,議員,區域,臺北市,臺北市第04選區,9,洪璽曜,1,中國國民黨,8365,4.45,N
1994,議員,區域,臺北市,臺北市第04選區,10,林晉章,1,中國國民黨,12997,6.92,Y
1994,議員,區域,臺北市,臺北市第04選區,11,陳慧梅,2,中國國民黨,5777,3.07,N
1994,議員,區域,臺北市,臺北市第04選區,12,吳崑山,1,無,2593,1.38,N
1994,議員,區域,臺北市,臺北市第04選區,13,許木元,1,民主進步黨,22229,11.83,Y
1994,議員,區域,臺北市,臺北市第04選區,14,陳振芳,1,中國國民黨,8064,4.29,N
1994,議員,區域,臺北市,臺北市第04選區,15,陳玉梅,2,無,12593,6.70,Y
1994,議員,區域,臺北市,臺北市第04選區,16,王為修,1,無,2787,1.48,N
1994,議員,區域,臺北市,臺北市第04選區,17,呂月娥,2,民主進步黨,4225,2.25,N
1994,議員,區域,臺北市,臺北市第04選區,18,謝明達,1,民主進步黨,24021,12.78,Y
1994,議員,區域,臺北市,臺北市第04選區,19,陳朝南,1,中國國民黨,5960,3.17,N
1994,議員,區域,臺北市,臺北市第04選區,20,鄭龍水,1,新黨,7755,4.13,N
1994,議員,區域,臺北市,臺北市第05選區,1,李仁人,2,中國國民黨,16886,8.15,Y
1994,議員,區域,臺北市,臺北市第05選區,2,劉美華,1,無,172,0.08,Y
1994,議員,區域,臺北市,臺北市第05選區,3,林榮剛,1,中國國民黨,8651,4.17,N
1994,議員,區域,臺北市,臺北市第05選區,4,陳學聖,1,中國國民黨,17806,8.59,Y
1994,議員,區域,臺北市,臺北市第05選區,5,段宜康,1,民主進步黨,14830,7.16,Y
1994,議員,區域,臺北市,臺北市第05選區,6,羅世昌,1,無,4287,2.07,N
1994,議員,區域,臺北市,臺北市第05選區,7,康水木,1,民主進步黨,11216,5.41,Y
1994,議員,區域,臺北市,臺北市第05選區,8,林宏熙,1,中國國民黨,11990,5.79,Y
1994,議員,區域,臺北市,臺北市第05選區,9,林秀卿,2,無,6446,3.11,N
1994,議員,區域,臺北市,臺北市第05選區,10,龐建國,1,新黨,23790,11.48,Y
1994,議員,區域,臺北市,臺北市第05選區,11,許榮祺,1,無,1215,0.59,N
1994,議員,區域,臺北市,臺北市第05選區,12,洪茂坤,1,民主進步黨,10435,5.04,N
1994,議員,區域,臺北市,臺北市第05選區,13,林招凰,1,中國國民黨,6989,3.37,N
1994,議員,區域,臺北市,臺北市第05選區,14,鄭繼良,1,無,505,0.24,N
1994,議員,區域,臺北市,臺北市第05選區,15,楊殿甲,1,無,135,0.07,N
1994,議員,區域,臺北市,臺北市第05選區,16,林美倫,2,新黨,21673,10.46,Y
1994,議員,區域,臺北市,臺北市第05選區,17,許文龍,1,中國國民黨,9043,4.36,N
1994,議員,區域,臺北市,臺北市第05選區,18,陳嘉銘,1,民主進步黨,16476,7.95,Y
1994,議員,區域,臺北市,臺北市第05選區,19,吳清桂,2,民主進步黨,4680,2.26,N
1994,議員,區域,臺北市,臺北市第05選區,20,嚴可英,1,無,216,0.10,N
1994,議員,區域,臺北市,臺北市第05選區,21,陳培豪,1,中國國民黨,4765,2.30,N
1994,議員,區域,臺北市,臺北市第05選區,22,陶士興,1,無,98,0.05,N
1994,議員,區域,臺北市,臺北市第05選區,23,廖大賢,1,民主進步黨,4034,1.95,N
1994,議員,區域,臺北市,臺北市第05選區,24,邱錦添,1,中國國民黨,10902,5.26,N
1994,議員,區域,臺北市,臺北市第06選區,1,黃義清,1,中國國民黨,14506,5.00,Y
1994,議員,區域,臺北市,臺北市第06選區,2,柯景昇,1,民主進步黨,16978,5.85,Y
1994,議員,區域,臺北市,臺北市第06選區,3,秦儷舫,2,新黨,36345,12.52,Y
1994,議員,區域,臺北市,臺北市第06選區,4,陳惠琪,2,無,2632,0.91,N
1994,議員,區域,臺北市,臺北市第06選區,5,周陳阿春,2,無,3360,1.16,N
1994,議員,區域,臺北市,臺北市第06選區,6,林慶隆,1,中國國民黨,14523,5.00,N
1994,議員,區域,臺北市,臺北市第06選區,7,張玲,2,中國國民黨,10585,3.65,N
1994,議員,區域,臺北市,臺北市第06選區,8,蔣乃辛,1,中國國民黨,23790,8.19,Y
1994,議員,區域,臺北市,臺北市第06選區,9,黃玉炎,1,民主進步黨,4482,1.54,N
1994,議員,區域,臺北市,臺北市第06選區,10,楊祖哗,2,無,7857,2.71,N
1994,議員,區域,臺北市,臺北市第06選區,11,吳育昇,1,中國國民黨,6412,2.21,N
1994,議員,區域,臺北市,臺北市第06選區,12,李承龍,1,新黨,17225,5.93,Y
1994,議員,區域,臺北市,臺北市第06選區,13,周柏雅,1,民主進步黨,19192,6.61,Y
1994,議員,區域,臺北市,臺北市第06選區,14,陳錦祥,1,無,11211,3.86,Y
1994,議員,區域,臺北市,臺北市第06選區,15,李慶安,2,中國國民黨,26209,9.03,Y
1994,議員,區域,臺北市,臺北市第06選區,16,黃書強,1,無,1076,0.37,N
1994,議員,區域,臺北市,臺北市第06選區,17,鄭宗玄,1,中國國民黨,2229,0.77,N
1994,議員,區域,臺北市,臺北市第06選區,18,郭承啟,1,無,2619,0.90,N
1994,議員,區域,臺北市,臺北市第06選區,19,謝建平,1,民主進步黨,5087,1.75,N
1994,議員,區域,臺北市,臺北市第06選區,20,戴鴻元,1,中國國民黨,3362,1.16,N
1994,議員,區域,臺北市,臺北市第06選區,21,鄧家基,1,新黨,28225,9.72,Y
1994,議員,區域,臺北市,臺北市第06選區,22,王麗嘉,2,無,372,0.13,N
1994,議員,區域,臺北市,臺北市第06選區,23,馮定亞,2,中國國民黨,4404,1.52,N
1994,議員,區域,臺北市,臺北市第06選區,24,張智雄,1,無,464,0.16,N
1994,議員,區域,臺北市,臺北市第06選區,25,高進來,1,無,2417,0.83,N
1994,議員,區域,臺北市,臺北市第06選區,26,張裕泰,1,中國國民黨,8153,2.81,N
1994,議員,區域,臺北市,臺北市第06選區,27,樂可銘,1,中國忠義黨,66,0.02,N
1994,議員,區域,臺北市,臺北市第06選區,28,江蓋世,1,民主進步黨,16552,5.70,Y
1994,議員,區域,高雄市,高雄市第01選區,1,楊林宏,1,新黨,6174,6.49,N
1994,議員,區域,高雄市,高雄市第01選區,2,陳漢昇,1,中國國民黨,14369,15.11,Y
1994,議員,區域,高雄市,高雄市第01選區,3,李喬如,2,民主進步黨,9999,10.51,Y
1994,議員,區域,高雄市,高雄市第01選區,4,倪國年,1,無,4077,4.29,N
1994,議員,區域,高雄市,高雄市第01選區,5,蔡松雄,1,無,11238,11.82,Y
1994,議員,區域,高雄市,高雄市第01選區,6,蕭裕正,1,民主進步黨,8678,9.12,Y
1994,議員,區域,高雄市,高雄市第01選區,7,馮國華,2,中國國民黨,5101,5.36,N
1994,議員,區域,高雄市,高雄市第01選區,8,張省吾,1,無,8311,8.74,Y
1994,議員,區域,高雄市,高雄市第01選區,9,戴榮聖,1,民主進步黨,7180,7.55,N
1994,議員,區域,高雄市,高雄市第01選區,10,林美玉,2,中國國民黨,5137,5.40,N
1994,議員,區域,高雄市,高雄市第01選區,11,李致毅,1,中國國民黨,6764,7.11,N
1994,議員,區域,高雄市,高雄市第01選區,12,涂奇祥,1,無,119,0.13,N
1994,議員,區域,高雄市,高雄市第01選區,13,陳明吉,1,中國國民黨,7965,8.37,Y
1994,議員,區域,高雄市,高雄市第02選區,1,陳萬達,1,中國國民黨,8778,6.63,Y
